Year,Incident Date,Incident Type,Track,Inv Location,Racing Type Description,Division,Weather Conditions,Horse,Trainer,Jockey Driver,Incident Description,Death or Injury
2010,09/21/2010,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Workout,Training,Thoroughbred, ,CE CE CECILIA,EDWARD J. BABCOCK, ,CE CE CECILIA-Tr. Edward Babcock-Fx RF Sesamoid-euthanized,Euthanasia
2010,09/25/2010,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Backstretch,Non-Racing,Thoroughbred, ,GALAXY LOVE,OSCAR S. BARRERA JR, ,Galaxy Love-Tr. Oscar Barrera-R Hock-lymphangitis-euthanized,Euthanasia
2011,06/21/2011,EQUINE DEATH,Finger Lakes Gaming & Racetrack,1/4 pole,Racing,Thoroughbred, ,MR GRIEVANCE,OSCAR S. BARRERA JR,JOSE A. GUTIERREZ,Mr. Grievance-Tr. Oscar Barrera-fx LF sesamoid-euthanized,Euthanasia
2010,07/20/2010,STEWARDS/VETS LIST,Finger Lakes Gaming & Racetrack,3/8 Pole,Racing,Thoroughbred,Sunny,DESERT SCENTS,OSCAR S. BARRERA JR,ELAINE M. CASTILLO,Desert Scents-Tr. Oscar Barrera-pulled up-no visible injuries-possible problem with heat-must requalify,Steward's List
2011,08/01/2011,EQUINE DEATH,Finger Lakes Gaming & Racetrack,During Race,Racing,Thoroughbred, ,BUTTON FRONT,OSCAR S. BARRERA JR,JOSE  (DAVID) D. OSORIO,Buttonfront-Tr. Oscar Barrera-Fx RF sesamoids-euthanized 5 days later,Euthanasia
2011,01/26/2011,EQUINE DEATH,Aqueduct Racetrack (NYRA),1/8 pole,Racing,Thoroughbred,34* Cloudy,Offlee Cool,DOMINIC G. GALLUSCIO,BRIAN A. PEDROZA,Offlee Cool-Tr. Dominick Galluscio-fx R elbow-euthanized,Euthanasia
2011,07/02/2011,RACING INJURY,Belmont Park (NYRA),After finish,Racing,Thoroughbred,85* Clear,Karakorum On Black,JEFFREY K. ODINTZ,MAYLAN L. STUDART,Karakorum Black-Tr. Jeff Odintz-ambulanced off-fx R sesamoid-retired,Injury
2011,05/29/2011,RACING INJURY,Belmont Park (NYRA),After the finish,Racing,Thoroughbred,85* Cloudy,Karakorum Jete,JEFFREY K. ODINTZ,MAYLAN L. STUDART,Karakorum Jete-Tr. Jeff Odintz-pulled up-ambulanced off-bled-back training,Injury
2011,03/25/2011,EQUINE DEATH,Aqueduct Racetrack (NYRA),1/8 Pole,Racing,Thoroughbred,Clear & Cool,Karakorumknowitall,JEFFREY K. ODINTZ,MICHAEL J. LUZZI,Karakorumknowitall-Tr. Jeff Odintz-fx R knee-euthanized 3 days later,Euthanasia
2011,06/08/2011,RACING INJURY,Belmont Park (NYRA),After finish,Racing,Thoroughbred,90* Clear,Yo Karakorum,JEFFREY K. ODINTZ,JOSE L. ESPINOZA,Yo karakorum-Tr. Jeff Odintz-ambulanced off-heat in LF knee-couple days off,Lameness
2010,07/16/2010,ACCIDENT - ON TRACK,Saratoga Gaming & Raceway,First turn,Racing,Harness,Clear,Kitty's Best Girl,CYNTHIA A. MILANO,BARRY A. SEGEL,Kitty's Best Girl-Tr.Cynthia Milano-Interference caused driver to be unseated-horse ok-driver received abrasions/contusions,Accident
2011,01/15/2011,EQUINE DEATH,Belmont Park (NYRA),Finish Line,Training,Thoroughbred,Cloudy 22*,Tobago,OLIVER P. HOSANG JR, ,Tobago-Tr. Oliver Hosang-fx LH cannon bone-euthanized,Euthanasia
2011,04/09/2011,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),Warm Up,Racing,Thoroughbred,45* Cloudy,Buzz off Buster,OLIVER P. HOSANG JR,JAIME RODRIGUEZ,Buzz off Buster- Trainer Oliver P. Hosang-did not warm up well-Lame RF-scratched,Steward's List
2011,06/22/2011,EQUINE DEATH,Belmont Park (NYRA),Barn #69/Stall,Non-Racing,Thoroughbred,Cloudy,Saratoga Tiger,DOODNAUTH SHIVMANGAL, ,Saratoga Tiger-Tr. Doodnauth Shivmangal-collapsed in stall & died from apparent cardiovascular collapse,Equine Death
2011,07/03/2011,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Warm-up,Racing,Harness,Cloudy,Harmattan,MICHAEL R. BARTLETTE, , Harmattan-Tr. Michael Bartlette-lameness LF knee-scratched,Steward's List
2010,09/26/2010,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,After Finish,Racing,Harness,Clear,Rustling Jeff,MICHAEL R. BARTLETTE,MARK D. BECKWITH,Rustling Jeff-Tr. Michael Bartlette-lame-sore L suspensory-rest recommended,Steward's List
2011,05/18/2011,EQUINE DEATH,Belmont Park (NYRA),1/8 pole,Training,Thoroughbred,60* Showers,Schillers Thriller,JAMES A. JERKENS, ,Schillers Thriller-Tr. James Jerkens-fx RF ankle-euthanized,Euthanasia
2010,08/26/2010,EQUINE DEATH,Saratoga Racecourse (NYRA),Oklahoma Backstretch,Training,Thoroughbred,Windy 72*,Kastraki,JAMES A. JERKENS, ,Kastraki-Tr. James Jerkins-Got loose during training-fell-fx LH cannon bone-euthanized,Euthanasia
2011,06/11/2011,EQUINE DEATH,Belmont Park (NYRA),1/8 pole,Racing,Thoroughbred,65* showers,Ripples n Waves,JAMES A. JERKENS,EDGAR S. PRADO,Ripples n' Waves-Tr. James Jerkens-ambulanced off-fx RF cannon bone-euthanized,Euthanasia
2010,12/11/2010,EQUINE DEATH,Aqueduct Racetrack (NYRA),Main track harrow yard,Racing,Thoroughbred,Clear 40*,Rum Row,NICHOLAS P. ZITO,JOSE A. VALDIVIA,Rum Row-Tr. Nick Zito-lost rider-ran loose on track fell. Fx right radius-euthanized. Rider ok,Equine Death
2010,12/12/2010,EQUINE DEATH,Aqueduct Racetrack (NYRA),5/16 Pole,Racing,Thoroughbred,Sloppy 48*,V Sat,NICHOLAS P. ZITO,JOSE A. VALDIVIA,V Sat-Tr. Nick Zito-ambulanced off-Fx right front sesamoids-euthanized,Equine Death
2010,11/27/2010,EQUINE DEATH,Finger Lakes Gaming & Racetrack,3/8 Pole,Racing,Thoroughbred, ,MARSH HAVEN,CHARLTON A. BAKER,DENNIS CARR,Marsh Haven-Tr. Charlton Baker-fx RF lateral sesamoid-euthanized,Euthanasia
2011,06/11/2011,STEWARDS/VETS LIST,Finger Lakes Gaming & Racetrack,3/8 pole,Racing,Thoroughbred, ,NIGHT IN TUNISA,CHARLTON A. BAKER,DENNIS CARR,Night In Tunisa-Tr. Charlton Baker-pulled up-vanned off-RF ligament injury,Steward's List
2011,05/22/2011,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Barn #5,Non-Racing,Thoroughbred, ,PRINCESS MARIGOLD,CHARLTON A. BAKER, ,Princess Marigold-Tr. Carlton Baker-severe neurologic deficiencies-euthanized,Euthanasia
2011,05/19/2011,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Test Barn-After  Race,Racing,Thoroughbred,Sunny,RUN WITH THE LARK,CHARLTON A. BAKER,PEDRO A. RODRIGUEZ,Run with the Lark-Tr. Charlton Baker-collapsed & died in test barn-possible heart attack or heat stroke,Equine Death
2010,08/31/2010,EQUINE DEATH,Finger Lakes Gaming & Racetrack,After Finish,Racing,Thoroughbred, ,JOHN 'N HOWARD,CHARLTON A. BAKER,JOHN R. DAVILA,John 'N Howard-Tr.Charlton Baker-ambulanced off-LF rupture of superficial digital extensor tendon-Euthanized,Euthanasia
2011,06/10/2011,STEWARDS/VETS LIST,Finger Lakes Gaming & Racetrack,3/8 pole,Racing,Thoroughbred, ,Bar  Beach,CHARLTON A. BAKER,RODOLFO IGNACIO,Bar Beach-Tr. Carlton Baker-pulled up-vanned off-LFM splint-jogged sound,Steward's List
2011,07/23/2011,FALL OF RIDER,Finger Lakes Gaming & Racetrack,Starting gate,Racing,Thoroughbred, ,HELYNA'S MY MOM,CHARLTON A. BAKER,RODOLFO IGNACIO,Helyna's My Mom-Tr. Carlton Baker-stumbled unseating rider-no injuries reported,Accident
2011,01/08/2011,RACING INJURY,Aqueduct Racetrack (NYRA),After finish,Racing,Thoroughbred,34* Cloudy,Financial Storm,CHARLTON A. BAKER,CHANNING R. HILL,Financial Storm-Tr. Charlton Baker-vanned off-RF suspensory issue-to farm for rest,Injury
2011,07/14/2011,RACING INJURY,Belmont Park (NYRA),After the finish,Racing,Thoroughbred,80* Clear,My Cousin Eddie,NEAL J. TERRACCIANO,IRAD ORTIZ JR,My Cousin Eddie-Tr. Neal Terraciano-ambulanced off -LF bowed tendon-given time off, 
2011,06/05/2011,ACCIDENT - ON TRACK,Saratoga Gaming & Raceway,First Turn,Racing,Harness,Clear,Shady Mountain GA,BRUCE M. COOPER,BRUCE M. COOPER,Shady Mountain GA-Tr. B. Cooper-equipment broke running into Really Sexy Guy-Tr. R. Sharpe-who unseated driver-with minor scrapes-no other injuries reported,Accident
2010,10/02/2010,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Saratoga,Racing,Harness, ,Cleaning Lady,PAUL J. ZABIELSKI,SCOTT A. MONGEON,Cleaning Lady-Tr. Paul Zabiesski-pulled up-walked off-cardiac abnormality-trainer said horse retired,Steward's List
2010,09/01/2010,EQUINE DEATH,Saratoga Racecourse (NYRA),1/2 pole,Racing,Thoroughbred,`Clear 92*,Timber Reserve,JOHN C. KIMMEL,JAVIER J. CASTELLANO,Timber Reserve-Tr. John Kimmel-Ambulanced off-Fx RF Sesamoids-Euthanized,Euthanasia
2010,09/24/2010,RACING INJURY,Belmont Park (NYRA),After finish,Racing,Thoroughbred,85* Clear,Coach Homer,JOHN C. KIMMEL,ALEX O. SOLIS,Coach Homer-Tr. John Kimmel-ambulanced off-LF Bowed tendon-horse retired,Lameness
2010,12/08/2010,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),3 1/8 pole,Racing,Thoroughbred,Clear 35*,Aheadofthejoneses,JOHN C. KIMMEL,EDGAR S. PRADO,Aheadofthejoneses-Tr. John Kimmel-stumbled & collapsed-bled-30 days off,Steward's List
2011,05/13/2011,EQUINE DEATH,Finger Lakes Gaming & Racetrack,3/8 pole,Racing,Thoroughbred, ,GIA NINA,TIMOTHY P. MURPHY,OSCAR D. GOMEZ,Gia Nina-Tr. Timothy Murphy-ambulanced off-Fx pelvis-euthanized,Euthanasia
2010,11/09/2010,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Stall,Non-Racing,Thoroughbred, ,NOBLE ACTION,TIMOTHY P. MURPHY, ,Noble Action - Tr. Timohty Murphy-Arytenoid Chondritis-euthanized,Euthanasia
2010,08/12/2010,STEWARDS/VETS LIST,Finger Lakes Gaming & Racetrack,1/8 pole,Racing,Thoroughbred, ,CHINA BLACK,EDWARD C. PERDUE,OSCAR D. GOMEZ,China Black-Tr. Edward Perdue-ambulanced off-LF tendon bowed,Steward's List
2010,07/12/2010,STEWARDS/VETS LIST,Vernon Downs,Warm-up,Racing,Harness,Clear,Inconvenient Truth,RICHARD C. PLANO,RICHARD C. PLANO,Inconvenient Truth-Tr.Richard Plano-tied up-lame front legs-scratched-returned to racing,Steward's List
2010,09/17/2010,EQUINE DEATH,Finger Lakes Gaming & Racetrack,After Finish,Racing,Thoroughbred, ,CAPTAIN SWORD,RALPH D'ALESSANDRO,JEREMIAS FLORES,Captain Sword-Tr. R. D'Alessandro-Fx LF fetlock  displaced condylar-euthanized,Euthanasia
2010,11/13/2010,ACCIDENT - IN STARTING GATE,Finger Lakes Gaming & Racetrack,Starting Gate,Racing,Thoroughbred, ,WESTERN DEED,RALPH D'ALESSANDRO,JOSE  (DAVID) D. OSORIO,Western Deed-Tr. Ralph D'Alessandro-stumbled unseating rider-no injuries reported,Accident
2011,07/28/2011,FALL OF RIDER,Finger Lakes Gaming & Racetrack,Starting gate,Racing,Thoroughbred, ,LONG WAY AROUND,RALPH D'ALESSANDRO,LUIS E. PEREZ,Long Way Around-Tr. Ralph D' Alessandro-stumbled at gate unseating rider-horse uninjured-rider treated for laceration to arm & released,Accident
2010,08/20/2010,EQUINE DEATH,Finger Lakes Gaming & Racetrack,After Finish,Racing,Thoroughbred, ,MY FRIEND SANDY,RALPH D'ALESSANDRO,AADIL S. KHAN,My Friend Sandy-Tr. Ralph D'Allesandro-Ambulanced off-Fx RF Sesamoid-euthanized,Euthanasia
2010,08/04/2010,STEWARDS/VETS LIST,Monticello Raceway & Mighty M Gaming,1/2 mile post,Racing,Harness,hot/humid,Shando Hanover,JOSEPH OMBONI JR,GREGORY MERTON,Shando Hanover-Tr. Joseph Omboni  Jr.-DNF-nothing found-must requalify,Steward's List
2011,05/20/2011,STEWARDS/VETS LIST,Finger Lakes Gaming & Racetrack,Head of the Stretch,Racing,Thoroughbred,Fair 65-70*,The Finagler,JOSEPH E. MARINO,JOEL SONE,The Finagler-Trainer J. Marino-pulled up-bled-must requalify,Steward's List
2010,11/05/2010,EQUINE DEATH,Finger Lakes Gaming & Racetrack,1/8 Pole,Racing,Thoroughbred, ,LADY LIMIT,BETH M. SAUL,CARLOS A. MARRERO,Lady Limit-Tr. Beth Saul-pulled up-DNF-Fx LF sesamoids-euthanized,Euthanasia
2011,08/18/2011,FALL OF RIDER,Finger Lakes Gaming & Racetrack,Starting gate,Racing,Thoroughbred, ,REGINA'S WISH,LUIS A. GUTIERREZ,JOSE M. ROHENA,Regina's Wish-Tr. Luis Guttierez-stumbled unseating rider-no injuries reported,Accident
2010,07/13/2010,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Backstretch,Non-Racing,Thoroughbred, ,JUDGE WILLIAM,LUIS A. GUTIERREZ, ,Judge William-Tr. Luis Gutierrez-degenerative joint disease-bilateral fetlocks-euthanized,Euthanasia
2010,10/24/2010,EQUINE DEATH,Belmont Park (NYRA),1/8 Pole,Racing,Thoroughbred,62* Cloudy,Maximo Star,JOHN P. TERRANOVA II,JOSE L. ESPINOZA,Maximo Star-Tr. John P Terranova II-ambulanced off-Fx RF sesamoids-euthanized,Euthanasia
2011,05/29/2011,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,7/8 pole,Racing,Harness,Clear 75,Bigwig,MARY ANN L. ROEMER,CLAUDE L. HUCKABONE III, Bigwig -Trainer Guy Roemer-horse slowed  then stopped-no injuries reported-sold,Steward's List
2011,05/21/2011,EQUINE DEATH,Aqueduct Racetrack (NYRA),Barn #8,Non-Racing,Thoroughbred,65* Cloudy,Le Bonne Vie,SCOTT M. SCHWARTZ, ,Le Bonne Vie-Tr. Scott M Schwartz-severe colic-euthanized,Euthanasia
2010,08/12/2010,EQUINE DEATH,Monticello Raceway & Mighty M Gaming,After Race,Racing,Harness,70 degrees  rain,Chestique N,STEVEN MOORE,JAMES E. CLOUSER JR,Chestique N-Tr. S. Moore-died after racing-ruptured blood vessel,Equine Death
2011,03/30/2011,EQUINE DEATH,Buffalo Raceway,After start,Racing,Harness,cloudy and 45 degrees,Carscot Max,RONALD P. BAUMEISTER,MICHAEL E. BAUMEISTER,Carscot Max-Tr. Ronald Baumeister-Respiratory rupture-euthanized,Euthanasia
2010,11/24/2010,EQUINE DEATH,Batavia Downs,Just beyond half,Racing,Harness,clear and 30 degrees,Stano Magic Man,ADAM J. OHOL JR,MICKEY HOLLIDAY,Stano Magic Man-Tr. Adam Ohol  Jr.-fx LF cannon bone-euthanized,Euthanasia
2011,02/28/2011,EQUINE DEATH,Yonkers Raceway,1/2 Pole,Racing,Harness,Cloudy  50,WEST GUN,VITORIO RUBIN,JORDAN D. STRATTON,West Gun-Tr. Vitorio Rubin-fx L sesamoids-euthanized 2 months later,Euthanasia
2011,04/22/2011,EQUINE DEATH,Belmont Park (NYRA),3/16 pole,Training,Thoroughbred,43* Cloudy,Citifiesta,JOHN O. HERTLER, ,Citifesta-T.John Hertler-Fx LF sesamoids-euthanized,Euthanasia
2010,08/31/2010,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Post Parade,Racing,Harness,Clear,Lucky Bet,IAN B. KAUFMAN,DANIEL J. CAPPELLO JR,Lucky Bet-Tr. Ian Kaufman-LR Lamness-scratched-vet exam-pulled muscle-to be rested,Lameness
2011,03/19/2011,EQUINE DEATH,Belmont Park (NYRA),3/8 Pole,Training,Thoroughbred,Windy 45*,Skrzats Majesty,HAROLD (JAMES) J. BOND,JULIO C. SALAS,Skrzats Majesty-Tr. H. James Bond-fx LF leg-euthanized,Euthanasia
2010,09/13/2010,EQUINE DEATH,Finger Lakes Gaming & Racetrack,After Finish,Racing,Thoroughbred, ,SPECULATION,HAROLD (JAMES) J. BOND,PEDRO A. RODRIGUEZ,Speculation-Tr. H.(James) Bond-ambulanced off-Fx RF sesamoid-euthanized,Euthanasia
2011,06/19/2011,FALL OF RIDER,Belmont Park (NYRA),Post parade,Racing,Thoroughbred,85* Partly cloudy,Brolio,HAROLD (JAMES) J. BOND,RYAN A. CURATOLO,Brolio-Tr. H. James Bond-unseated rider-ran to barn area-scratched-horse uninjured-rider to hospita via ambulance-back riding,Accident
2011,04/16/2011,EQUINE DEATH,Buffalo Raceway,Past 1/4 pole,Racing,Harness,rain and 54 degrees,Scotts Rolls Royce,JOHN S. MUNGILLO,TROY E. BORING,Scotts Rolls Royce-Tr.John Mungillo-ambulanced off-Fx RR cannon bone-euthanized,Equine Death
2011,02/11/2011,EQUINE DEATH,Buffalo Raceway,Just past 3/4 Pole,Racing,Harness,clear and 25 degrees,Rakalees N,JOHN S. MUNGILLO,JOHN S. FLANIGEN,Rakalees N-Tr. John Mungillo-fx LF pastern bone-euthanized next day,Euthanasia
2010,09/29/2010,FALL OF HORSE,Batavia Downs,First Turn,Racing,Harness,clear and 64 degrees,Annabelle Jo,JOHN S. MUNGILLO,JOHN S. FLANIGEN,Annabelle Jo-Tr. John S. Mungillo-choked down  fell on track-horsesustained minor scrapes but ok,Accident
2010,07/14/2010,EQUINE DEATH,Buffalo Raceway,Paddock- after race,Racing,Harness,clear  humid  83 degrees,Cannae Hammer,JERRY J. NUGENT JR,THOMAS M. AGOSTI,Cannae Hammer-Tr. Jerry Nugent  Jr-collapsed & died in paddock-possible heart attack,Equine Death
2010,07/05/2010,STEWARDS/VETS LIST,Tioga Downs,1/4 pole,Racing,Harness,Hot  90's,Goingnowherefast,JOSEPH D. DECARLO,JAMES R. TAGGART JR,Goingnowherefast-Tr. Joseph DeCarlo-pulled up-DNF-rough gaited behind-no apparent injury,Steward's List
2010,10/26/2010,EQUINE DEATH,Finger Lakes Gaming & Racetrack,After Finish,Racing,Thoroughbred, ,ROBBIE'S LADY,TERESA M. GENECCO,CHIN C. YANG,Robbie's Lady-Tr. Terry Genecco-fx right carpus-euthanized,Euthanasia
2011,07/06/2011,EQUINE DEATH,Belmont Park (NYRA),Stall/Barn,Non-Racing,Thoroughbred, ,Cohiba,THOMAS ALBERTRANI, ,Cohiba-Tr. Thomas Albertrani-stable pony found dead in stall-apparent CV collapse,Equine Death
2011,08/06/2011,RACING INJURY,Batavia Downs,3/8 pole,Racing,Harness,cloudy and 82 degrees,Take Five,ROSE M. RUSSO,RAYMOND E. FISHER JR,Take Five - Tr. Rose Russo - pulled up lame- LF ankle and coffin bone fx-to farm for rest,Lameness
2011,01/23/2011,RACING INJURY,Aqueduct Racetrack (NYRA),After finish,Racing,Thoroughbred,19* Clear,Julie's Ina Frenzy,KEITH L. O'BRIEN,LUIS . RIVERA JR,Julie's Ina Frenzy-Tr. Keith O'Brien-pulled up-ambulanced off-sore RF knee,Lameness
2010,07/10/2010,EQUINE DEATH,Finger Lakes Gaming & Racetrack,3/8 Pole,Racing,Thoroughbred, ,MISSING LINK,LINDA K. DIXON, ,Missing Link-Tr. Linda Dixon-fx R 3rd carpal bone-euthanized,Euthanasia
2011,05/21/2011,STEWARDS/VETS LIST,Belmont Park (NYRA),1/4 Pole,Racing,Thoroughbred,65* Cloudy,Victorious Leader,KEITH L. O'BRIEN,ALEX O. SOLIS,Victorious Leader-Tr. Keith O'Brien-pulled up-excessive bleeding-ambulanced off-must requalify,Steward's List
2011,01/14/2011,FALL OF RIDER,Aqueduct Racetrack (NYRA),1/8 pole,Racing,Thoroughbred,Clear 22*,Frantic Domer,KEITH L. O'BRIEN,FRANCESCA V. PETRECCA,Frantic Domer-Tr. Keith O'Brien-lost its irons unseating rider-no injuries reported,Accident
2010,08/27/2010,RACING INJURY,Tioga Downs,At start,Racing,Harness,clear  50's,BEFORETHEDAYSTARTS,PAUL W. REID,BRUCE W. RANGER,Beforethedaystarts-Tr.Paul Reid-fell at start-multiple abrasions-horse given time off-driver taken to hospital-later cleared,Injury
2011,02/09/2011,EQUINE DEATH,Buffalo Raceway,Barn 14,Non-Racing,Harness, ,SG'S DELIGHT,DONALD J. ROTHFUSS, ,SG's Delight-Tr. Donald Rothfuss-fx RF leg 2 months ago-not responding to treatment-euthanized,Euthanasia
2010,10/12/2010,STEWARDS/VETS LIST,Monticello Raceway & Mighty M Gaming,Post parade,Racing,Harness,Warm/Clear,Thomas John N,DAWN M. DEVAUX,KENNETH J. DEVAUX,Thomas John N-Tr. Dawn Devaux-lame LH tendon-rest/treatment,Steward's List
2011,04/09/2011,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),Warm up,Racing,Thoroughbred,45* Cloudy,Little Wise Guy,GREGORY J. DIPRIMA,MICHAEL J. LUZZI,Little Wise Guy-Trainer Gregory DiPrima-did not warm up well-scratched,Steward's List
2011,01/29/2011,EQUINE DEATH,Aqueduct Racetrack (NYRA),1/4 pole,Racing,Thoroughbred,30* Cloudy,Hasten to Be King,GREGORY J. DIPRIMA,LUIS . RIVERA JR,Hasten to Be King-Tr. Gregory Diprima-fx both RF sesamoids-euthanized,Euthanasia
2010,07/01/2010,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,After Finish,Racing,Harness,Clear,Escape to Paradise,MICHAEL E. MCGIVERN,MICHAEL E. MCGIVERN,Escape To Paradise-Tr. Michael Mc Givern-swollen RF leg-possible fx-long recovery expected,Steward's List
2010,12/23/2010,STEWARDS/VETS LIST,Monticello Raceway & Mighty M Gaming,3/4 Pole,Racing,Harness,Cold/Clear,Sami's Bad Boy,KEITH N. HAASE,STEVEN D. FOCERI,Sami's Bad Boy-Tr. Keith Haase-broke & fell-DNF-no injuries reported,Steward's List
2011,02/17/2011,ACCIDENT - ON TRACK,Monticello Raceway & Mighty M Gaming,First turn,Racing,Harness,Cloudy/warm,Space Bunny,MADISON J. SHEARER,KENNETH J. DEVAUX,Space Bunny-Tr. M. Shearer-caused interference causing Tristen Seelster to unseat driver-no injuries reported,Steward's List
2010,06/15/2010,EQUINE DEATH,Finger Lakes Gaming & Racetrack,After Finish,Racing,Thoroughbred, ,KNIFE AND FORK,NEVILLE G. HENRY, ,Knife And Fork-Tr. Neville Henry-fx RF leg-euthanized,Euthanasia
2011,04/06/2011,FALL OF RIDER,Aqueduct Racetrack (NYRA),Post Parade,Racing,Thoroughbred,Windy 50*,Kissa Melissa,MITCHELL E. FRIEDMAN,EDDIE CASTRO,Kissa Melissa-Tr. Mitchell Friedman-unseated rider-scratched-no injuries reported, 
2011,06/15/2011,EQUINE DEATH,Belmont Park (NYRA),After Finish-Barn 38,Racing,Thoroughbred,67* Clear,Stormy Silver,MITCHELL E. FRIEDMAN,JAIME RODRIGUEZ,Stormy Silver-Tr. Mitchell Friedman-fx RH P1 pastern-euthanized 2 days later,Euthanasia
2011,05/04/2011,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Warm up,Non-Racing,Harness, ,Bigwig,GUY ROEMER,JAMES J. DEVAUX, Bigwig-Trainer Guy Roemer-refused to run-scratched-must requalify,Steward's List
2011,06/24/2011,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Barn,Non-Racing,Thoroughbred, ,FLOWERSONYOURBACK,JAMES T. WRIGHT, ,Flowersonyourback-Tr. James Wright-post-op complications-euthanized,Euthanasia
2011,07/14/2011,EQUINE DEATH,Belmont Park (NYRA),Main Track,Training,Thoroughbred,75* Clear,Make My Day Karen,WILLIAM BADGETT JR, ,Make My Day Karen-Tr. William Badgett-fx LF knee-euthanized,Euthanasia
2010,09/02/2010,EQUINE DEATH,Saratoga Racecourse (NYRA),Finished race/ pulled up lame,Training,Thoroughbred,Clear 86*,Jazzy Johann,WILLIAM BADGETT JR, ,Jazzy Johann-Tr. William Badgett  Jr.-Fx LF sesamoid-euthanized,Euthanasia
2010,10/10/2010,EQUINE DEATH,Belmont Park (NYRA),Finish Line,Training,Thoroughbred,55* Clear,Fair City Man,WILLIAM BADGETT JR, ,Fair City Man-Tr. William Badgett Jr.-Fx RF sesamoid-euthanized,Euthanasia
2010,07/15/2010,EQUINE DEATH,Belmont Park (NYRA),After Finish,Racing,Thoroughbred,Cloudy,My Man Jake,WILLIAM BADGETT JR,JAIME RODRIGUEZ,My Man Jake-Tr. William Badgett Jr-Fx RF sesamoids-euthanized,Euthanasia
2011,07/14/2011,EQUINE DEATH,Belmont Park (NYRA),3/8 pole,Racing,Thoroughbred,80* Clear,Midnight Mass,GARY P. GULLO,IRAD ORTIZ JR,Midnight Mass-Tr. Gary Gullo-ambulanced off-fx both LF sesamoids-euthanized,Euthanasia
2010,08/17/2010,EQUINE DEATH,Saratoga Racecourse (NYRA),Barn # 37,Non-Racing,Thoroughbred,Clear,Fire the Bullet,GARY P. GULLO, ,Fire the Bullet-Tr. Gary Gullo-colic-euthanized,Euthanasia
2010,07/03/2010,EQUINE DEATH,Belmont Park (NYRA),Barn,Non-Racing,Thoroughbred, ,Hold that Prospect,GARY P. GULLO, ,Hold that Prospect-Tr. Gary Gullo-Laminitis-euthanized,Euthanasia
2011,05/08/2011,EQUINE DEATH,Belmont Park (NYRA),1/2 mile pole,Racing,Thoroughbred,65* Clear,Kisses From Karen,GARY P. GULLO,JOSE L. ESPINOZA,Kisses From Karen-Tr. Gary Gullo-ambulanced off-Fx RF sesamoids-Euthanized,Euthanasia
2010,08/16/2010,EQUINE DEATH,Finger Lakes Gaming & Racetrack,1/8 Pole,Racing,Thoroughbred, ,MADDY'S RED SHOES,LINDA K. DIXON,PEDRO GONZALEZ,Maddy's Red Shoes-Tr. Linda Dixon-ambulanced off-L knee-slab Fx-euthaized,Equine Death
2010,07/02/2010,ACCIDENT - ON TRACK,Buffalo Raceway,Buffalo Raceway Track,Racing,Harness,clear and 76 degrees,All Deuce,ROBERT H. GRUBER III,RONALD C. BEBACK JR,All Deuce-Tr. Bob Gruber-collision-unseated driver-no injuries reported, 
2011,07/16/2011,EQUINE DEATH,Finger Lakes Gaming & Racetrack,3/8 pole,Training,Thoroughbred, ,ALL ABOUT THE DREAM,JAMES S. ACQUILANO, ,All About the Dream-Tr. James Acquilano-fx both LF sesamoids-euthanized,Euthanasia
2011,07/01/2011,STEWARDS/VETS LIST,Finger Lakes Gaming & Racetrack,After finish,Racing,Thoroughbred, ,BLUE DIABLO,JAMES S. ACQUILANO,JOHN A. GRABOWSKI,Blue Diablo-Tr. James Acquilano-pulled up-vanned off-lame RF fetlock,Steward's List
2010,12/01/2010,EQUINE DEATH,Finger Lakes Gaming & Racetrack,1/8 Pole,Racing,Thoroughbred, ,SHORT TIME AFFAIR,JAMES S. ACQUILANO,PEDRO A. RODRIGUEZ,Short Time Affair-Tr. James Acquilano-LF flexor tendon tear-Euthanized,Equine Death
2011,04/30/2011,STEWARDS/VETS LIST,Belmont Park (NYRA),After the race,Racing,Thoroughbred,Cloudy,Glory Wit a Story,EDWARD R. BARKER,IRWIN ROSENDO,Glory Wit a Story-Tr. Edward Barker-pulled up-vanned off-deterioration of  joint cartilage-horse doing fine,Steward's List
